RPID,LETTER_CODE,"SHORT_NAME","LONG_NAME",MODALITY,PLAYBOOK_TYPE,POPULATION,BODY_REGION,BODY_REGION_2,BODY_REGION_3,BODY_REGION_4,BODY_REGION_5,MODALITY_MODIFIER,MODALITY_MODIFIER_2,MODALITY_MODIFIER_3,PROCEDURE_MODIFIER,PROCEDURE_MODIFIER_2,ANATOMIC_FOCUS,ANATOMIC_FOCUS_2,LATERALITY,REASON_FOR_EXAM,REASON_FOR_EXAM_2,REASON_FOR_EXAM_3,TECHNIQUE,PHARMACEUTICAL,PHARMACEUTICAL_2,VIEW,VIEW_2,VIEW_3,VIEW_4,,RIDS
RPID6549,RPIVCFIG,"RP IVC Filter Place","RP Inferior Vena Cava Filter Placement with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , ,INFERIOR VENA CAVA, , ,FILTER PLACEMENT, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|RID1178|0|0|RID49624|0|0|0|0|0|0|0|0|0|
RPID6550,RPIVCFIREG,"RP IVC Filter Removal","RP Inferior Vena Cava Filter Removal with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , ,INFERIOR VENA CAVA, , ,FILTER REMOVAL, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|RID1178|0|0|RID49625|0|0|0|0|0|0|0|0|0|
RPID6551,RPIVCFIRVG,"RP IVC Filter Reposition","RP Inferior Vena Cava Filter Reposition with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , ,INFERIOR VENA CAVA, , ,FILTER REPOSITIONING, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|RID1178|0|0|RID49626|0|0|0|0|0|0|0|0|0|
RPID6552,RPJEXG,"RP J Tube Exchange","RP J Tube Exchange with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,GUIDANCE, , , , ,UPPER GI TRACT, , ,G-J TUBE EXCHANGE, , , , , , , , , , ,RID10311|RID13060|0|RID56|0|0|0|0|RID35732|0|0|0|0|RID29665|0|0|RID49663|0|0|0|0|0|0|0|0|0|
RPID6553,RPJT2ASG,"RP Med Joint Aspir w Guide","RP Intermediate Joint Aspiration with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , ,INTERMEDIATE JOINT, , ,ASPIRATION, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|RID39345|0|0|RID10398|0|0|0|0|0|0|0|0|0|
RPID6554,RPKDPTAG,"RP Renal Artery PTA","RP Renal Artery Percutaneous Transluminal Angioplasty with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,GUIDANCE, , , , ,RENAL ARTERY, , ,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY, , , , , , , , , , ,RID10311|RID13060|0|RID56|0|0|0|0|RID35732|0|0|0|0|RID936|0|0|RID49757|0|0|0|0|0|0|0|0|0|
RPID6555,RPKDSTG,"RP Pcnu Stent Place","RP Percutaneous Nephroureteral Stent Placement with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN,PELVIS, , , ,GUIDANCE, , , , ,URINARY TRACT, , ,PERCUTANEOUS NEPHROURETERAL STENT PLACEMENT, , , , , , , , , , ,RID10311|RID13060|0|RID56|RID2507|0|0|0|RID35732|0|0|0|0|RID204|0|0|RID49752|0|0|0|0|0|0|0|0|0|
RPID6556,RPKDSTREG,"RP Pcnu Stent Removal","RP Percutaneous Nephroureteral Stent Removal with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN,PELVIS, , , ,GUIDANCE, , , , ,URINARY TRACT, , ,PERCUTANEOUS NEPHROURETERAL STENT REMOVAL, , , , , , , , , , ,RID10311|RID13060|0|RID56|RID2507|0|0|0|RID35732|0|0|0|0|RID204|0|0|RID49753|0|0|0|0|0|0|0|0|0|
RPID6557,RPKDSTXG,"RP Perc NU Stent Exchange","RP Percutanous Nephroureteral Stent Exchange with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN,PELVIS, , , ,GUIDANCE, , , , ,URINARY TRACT, , ,NEPHROURETERAL STENT EXCHANGE, , , , , , , , , , ,RID10311|RID13060|0|RID56|RID2507|0|0|0|RID35732|0|0|0|0|RID204|0|0|RID49668|0|0|0|0|0|0|0|0|0|
RPID6558,RPKDTUPG,"RP Nephrostomy Place","RP Nephrostomy Placement with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN,PELVIS, , , ,GUIDANCE, , , , ,URINARY TRACT, , ,NEPHROSTOMY PLACEMENT, , , , , , , , , , ,RID10311|RID13060|0|RID56|RID2507|0|0|0|RID35732|0|0|0|0|RID204|0|0|RID49750|0|0|0|0|0|0|0|0|0|
RPID6559,RPKDTUREG,"RP Perc Nephrotube Removal","RP Percutaneous Nephroureteral Tube Removal with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN,PELVIS, , , ,GUIDANCE, , , , ,URINARY TRACT, , ,PERCUTANEOUS NEPHROURETERAL TUBE REMOVAL, , , , , , , , , , ,RID10311|RID13060|0|RID56|RID2507|0|0|0|RID35732|0|0|0|0|RID204|0|0|RID49754|0|0|0|0|0|0|0|0|0|
RPID6560,RPKYG,"RP Veterbral Kyphoplasty","RP Vertebral Kyphoplasty With Imaging Guidance 1 Level",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,SPINE, , , , ,GUIDANCE, , ,1 LEVEL, , , , ,KYPHOPLASTY, , , , , , , , , , ,RID10311|RID13060|0|RID7741|0|0|0|0|RID35732|0|0|RID49781|0|0|0|0|RID1840|0|0|0|0|0|0|0|0|0|
RPID6561,RPLEPTAGT,"RP Fem Pop Artery PTA","RP Femoral Popliteal Arteries Percutaneous Transluminal Angioplasty with Imaging Guidance Unilateral",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , ,GUIDANCE, , , , ,FEMORAL ARTERY,POPLITEAL ARTERY, ,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY, , , , , , , , , , ,RID10311|RID13060|0|RID2638|0|0|0|0|RID35732|0|0|0|0|RID38761|RID962|0|RID49757|0|0|0|0|0|0|0|0|0|
RPID6562,RPLESTGT,"RP Fem Pop Artery Stent","RP Femoral Popliteal Artery Stent Placement with Imaging Guidance Unilateral",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , ,GUIDANCE, , , , ,FEMORAL ARTERY,POPLITEAL ARTERY,UNILATERAL,STENT PLACEMENT, , , , , , , , , , ,RID10311|RID13060|0|RID2638|0|0|0|0|RID35732|0|0|0|0|RID38761|RID962|RID38593|RID10402|0|0|0|0|0|0|0|0|0|
RPID6563,RPLNLI,"RP Lymphatic Ligation","RP Lymphatic Ligation",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , , , , , , ,LYMPHATIC DUCT, , ,LIGATION, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|0|0|0|0|0|RID30384|0|0|RID49747|0|0|0|0|0|0|0|0|0|
RPID6564,RPLSKPADG,"RP L-Spine Kyphoplasty Add Lev","RP Lumbar Spine Kyphoplasty with Imaging Guidance Each Additional Level",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,LUMBAR SPINE, , , , ,GUIDANCE, , ,ADDITIONAL VESSEL, , , , ,KYPHOPLASTY, , , , , , , , , , ,RID10311|RID13060|0|RID34573|0|0|0|0|RID35732|0|0|RID49786|0|0|0|0|RID1840|0|0|0|0|0|0|0|0|0|
RPID6565,RPLSVTADG,"RP L-Spine Vertebroplasty Add Lev","RP Lumbar Spine Vertebroplasty with Imaging Guidance Additional Level",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,LUMBAR SPINE, , , , ,GUIDANCE, , ,ADDITIONAL LEVEL, , , , ,VERTEBROPLASTY, , , , , , , , , , ,RID10311|RID13060|0|RID34573|0|0|0|0|RID35732|0|0|RID36024|0|0|0|0|RID1839|0|0|0|0|0|0|0|0|0|
RPID6566,RPLSVTG,"RP L-Spine Vertebroplasty","RP Lumbar Spine Vertebroplasty with Imaging Guidance 1 Level",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,LUMBAR SPINE, , , , ,GUIDANCE, , ,1 LEVEL, , , , ,VERTEBROPLASTY, , , , , , , , , , ,RID10311|RID13060|0|RID34573|0|0|0|0|RID35732|0|0|RID49781|0|0|0|0|RID1839|0|0|0|0|0|0|0|0|0|
RPID6567,RPLUABMIG,"RP Lung Microwave Ablation","RP Lung Microwave Ablation with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,CHEST, , , , ,GUIDANCE, , , , ,LUNG, , ,MICROWAVE ABLATION, , , , , , , , , , ,RID10311|RID13060|0|RID1243|0|0|0|0|RID35732|0|0|0|0|RID1301|0|0|RID49749|0|0|0|0|0|0|0|0|0|
RPID6568,RPLUFIG,"RP Lung Fiducial Place","RP Lung Fiducial Placement with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,CHEST, , , , ,GUIDANCE, , , , ,LUNG, , ,FIDUCIAL PLACEMENT, , , , , , , , , , ,RID10311|RID13060|0|RID1243|0|0|0|0|RID35732|0|0|0|0|RID1301|0|0|RID49746|0|0|0|0|0|0|0|0|0|
RPID6569,RPLVABMIG,"RP Liver Microwave Ablation","RP Liver Microwave Ablation with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,GUIDANCE, , , , ,LIVER, , ,MICROWAVE ABLATION, , , , , , , , , , ,RID10311|RID13060|0|RID56|0|0|0|0|RID35732|0|0|0|0|RID58|0|0|RID49749|0|0|0|0|0|0|0|0|0|
RPID6570,RPLVWP,"RP Hepatic Wedge Pres No Veno","RP Hepatic Wedge Pressures no venogram",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,HEMODYNAMIC EVALUATION, , , , ,LIVER, , , , , , , , , , , , , ,RID10311|RID13060|0|RID56|0|0|0|0|RID49657|0|0|0|0|RID58|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6571,RPNBG,"RP Nerve Root Black","RP Nerve Root Block with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , ,NERVE ROOT, , ,NERVE BLOCK, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|RID18593|0|0|RID35774|0|0|0|0|0|0|0|0|0|
RPID6572,RPNVING,"RP Nerve Inj w Guide","RP Nerve Injection with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , ,NERVE, , ,INJECTION, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|RID13189|0|0|RID28842|0|0|0|0|0|0|0|0|0|
RPID6573,RPPCCLG,"RP Perc Cholangiogram","RP Percutaneous Cholangiogram with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,GUIDANCE,PERCUTANEOUS CHOLANGIOGRAPHY, , , ,GALLBLADDER, , , , , , , , , , , , , ,RID10311|RID13060|0|RID56|0|0|0|0|RID35732|RID43569|0|0|0|RID187|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6574,RPPECAG,"RP Peritoneal Cath Place","RP Peritoneal Catheter Placement with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,GUIDANCE, , , , ,PERITONEUM, , ,CATHETER PLACEMENT, , , , , , , , , , ,RID10311|RID13060|0|RID56|0|0|0|0|RID35732|0|0|0|0|RID410|0|0|RID45711|0|0|0|0|0|0|0|0|0|
RPID6575,RPPECAREG,"RP Peritoneal Cath Removal","RP Peritoneal Catheter Removal with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,GUIDANCE, , , , ,PERITONEUM, , ,CATHETER REMOVAL, , , , , , , , , , ,RID10311|RID13060|0|RID56|0|0|0|0|RID35732|0|0|0|0|RID410|0|0|RID49737|0|0|0|0|0|0|0|0|0|
RPID6576,RPPECARVG,"RP Peritoneal Cath Reposition","RP Peritoneal Catheter Reposition with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,GUIDANCE, , , , ,PERITONEUM, , ,CATHETER REPOSITION, , , , , , , , , , ,RID10311|RID13060|0|RID56|0|0|0|0|RID35732|0|0|0|0|RID410|0|0|RID49738|0|0|0|0|0|0|0|0|0|
RPID6577,RPPEFBREG,"RP Peritoneal FB Removal","RP Peritoneal Foreign Body Removal with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,GUIDANCE, , , , ,PERITONEUM, , ,FOREIGN BODY RETRIEVAL, , , , , , , , , , ,RID10311|RID13060|0|RID56|0|0|0|0|RID35732|0|0|0|0|RID410|0|0|RID49627|0|0|0|0|0|0|0|0|0|
RPID6578,RPPEPOG,"RP Peritoneal Port Place","RP Peritoneal Port Placement with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,GUIDANCE, , , , ,PERITONEUM, , ,PORT PLACEMENT, , , , , , , , , , ,RID10311|RID13060|0|RID56|0|0|0|0|RID35732|0|0|0|0|RID410|0|0|RID49767|0|0|0|0|0|0|0|0|0|
RPID6579,RPPEPOREG,"RP Peritoneal Port Removal","RP Peritoneal Port Removal with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,GUIDANCE, , , , ,PERITONEUM, , ,PORT REMOVAL, , , , , , , , , , ,RID10311|RID13060|0|RID56|0|0|0|0|RID35732|0|0|0|0|RID410|0|0|RID49769|0|0|0|0|0|0|0|0|0|
RPID6580,RPPH20,"RP Stab Phlebectomy <20 Incis","RP Stab Phlebectomy greater than 20 Incisions",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , , , , ,STAB PHLEBECTOMY, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|0|0|0|RID49771|0|0|0|0|0|0|0|0|0|
RPID6581,RPPIG,"RP PICC Place","RP Peripherally Inserted Central Catheter Placement with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , , , , ,PERIPHERALLY INSERTED CENTRAL CATHETER PLACEMENT, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|0|0|0|RID5581|0|0|0|0|0|0|0|0|0|
RPID6582,RPPIXG,"RP PICC Exchange","RP Peripherally Inserted Central Catheter Exchange with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , , , , ,PERIPHERALLY INSERTED CENTRAL CATHETER EXCHANGE, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|0|0|0|RID49758|0|0|0|0|0|0|0|0|0|
RPID6583,RPPLDRG,"RP Pelv Drain w Guide","RP Pelvis Drainage with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,PELVIS, , , , ,GUIDANCE, , , , , , , ,DRAINAGE, , ,DEEP, , , , , , , ,RID10311|RID13060|0|RID2507|0|0|0|0|RID35732|0|0|0|0|0|0|0|RID10417|0|0|RID5835|0|0|0|0|0|0|
RPID6584,RPPOREG,"RP Port Removal","RP Port Removal with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , , , , ,PORT REMOVAL, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|0|0|0|RID49769|0|0|0|0|0|0|0|0|0|
RPID6585,RPPORPG,"RP Port Repair","RP Port Repair with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , , , , ,PORT REPAIR, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|0|0|0|RID49770|0|0|0|0|0|0|0|0|0|
RPID6586,RPPOXG,"RP Peritoneal Port Exchange","RP Port Catheter Exchange with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , , , , ,PORT EXCHANGE, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|0|0|0|RID49765|0|0|0|0|0|0|0|0|0|
RPID6587,RPPRTCG,"RP Tunnel Pleural Cath Place","RP Tunneled Pleural Catheter Placement with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,CHEST, , , , ,GUIDANCE, , ,TUNNELED, ,PLEURA, , ,CATHETER PLACEMENT, , , , , , , , , , ,RID10311|RID13060|0|RID1243|0|0|0|0|RID35732|0|0|RID49673|0|RID1362|0|0|RID45711|0|0|0|0|0|0|0|0|0|
RPID6588,RPPSINTHG,"RP Pseudoaneursym Thrombin Inj","RP Pseudoaneursym Thrombin Injection with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , ,PSEUDOANEURYSM, , ,THROMBIN INJECTION, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|RID3331|0|0|RID49604|0|0|0|0|0|0|0|0|0|
RPID6589,RPSG,"RP Swan-Ganz Cath Place","RP Swan-Ganz Catheter Placement with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,CHEST, , , , ,GUIDANCE, , , , , , , ,SWAN-GANZ CATHTER PLACEMENT, , , , , , , , , , ,RID10311|RID13060|0|RID1243|0|0|0|0|RID35732|0|0|0|0|0|0|0|RID49768|0|0|0|0|0|0|0|0|0|
RPID6590,RPSVCFIG,"RP SVC Filter Place","RP SuperiorVena Cava Filter Placement with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , ,SUPERIOR VENA CAVA, , ,FILTER PLACEMENT, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|RID1010|0|0|RID49624|0|0|0|0|0|0|0|0|0|
RPID6591,RPSVCFIREG,"RP SVC Filter Removal","RP Superior Vena Cava Filter Removal with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , ,SUPERIOR VENA CAVA, , ,FILTER REMOVAL, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|RID1010|0|0|RID49625|0|0|0|0|0|0|0|0|0|
RPID6592,RPSVCFIRVG,"RP SVC Filter Reposition","RP Superior Vena Cava Filter Reposition with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , ,SUPERIOR VENA CAVA, , ,FILTER REPOSITIONING, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|RID1010|0|0|RID49626|0|0|0|0|0|0|0|0|0|
RPID6593,RPSYNBG,"RP Perc Sympathect Nerve Block","RP Percutaneous Sympathectomy Nerve Block with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , , , , ,PERCUTANEOUS SYMPATHECTOMY, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|0|0|0|RID49755|0|0|0|0|0|0|0|0|0|
RPID6594,RPTFPTAAVG,"RP LL PTA >2 Add Ves","RP Lower Leg Percutaneous Transluminal Angioplasty with Imaging Guidance 1-2 Additional Vessels",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , ,GUIDANCE, , ,1-2 ADDITIONAL VESSELS, ,LOWER LEG, , ,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY, , , , , , , , , , ,RID10311|RID13060|0|RID2638|0|0|0|0|RID35732|0|0|RID49783|0|RID2869|0|0|RID49757|0|0|0|0|0|0|0|0|0|
RPID6595,RPTFPTAG,"RP LL PTA","RP Lower Leg Percutaneous Transluminal Angioplasty with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , ,GUIDANCE, , , , ,LOWER LEG, , ,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY, , , , , , , , , , ,RID10311|RID13060|0|RID2638|0|0|0|0|RID35732|0|0|0|0|RID2869|0|0|RID49757|0|0|0|0|0|0|0|0|0|
RPID6596,RPTFSTAVG,"RP LL Stent Place Add Vess","RP Lower Leg Stent Placement with Imaging Guidance Each Additional Vessel",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , ,GUIDANCE, , ,ADDITIONAL VESSEL, ,LOWER LEG, ,UNILATERAL,STENT PLACEMENT, , , , , , , , , , ,RID10311|RID13060|0|RID2638|0|0|0|0|RID35732|0|0|RID49786|0|RID2869|0|RID38593|RID10402|0|0|0|0|0|0|0|0|0|
RPID6597,RPTHRE,"RP Clot Removal","RP Clot Removal any Method",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , , , , , , , , , ,CLOT REMOVAL, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID10412|0|0|0|0|0|0|0|0|0|
RPID6598,RPTHREG,"RP Thrombus Removal","RP Intraluminal Thrombus Mechanical Removal with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , , , , ,MECHANICAL THROMBECTOMY, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|0|0|0|RID49748|0|0|0|0|0|0|0|0|0|
RPID6599,RPTJKDBXG,"RP Transjug Kidney Bx","RP Transjugular Kidney Biopsy with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,GUIDANCE, , ,TRANSJUGULAR, ,KIDNEY, , ,BIOPSY, , , , , , , , , , ,RID10311|RID13060|0|RID56|0|0|0|0|RID35732|0|0|RID49736|0|RID205|0|0|RID38611|0|0|0|0|0|0|0|0|0|
RPID6600,RPTJKDBXVSG,"RP Transjug Kidney Bx Veno","RP Transjugular Kidney Biopsy with Imaging Guidance Venography",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,GUIDANCE,VENOGRAPHY, ,TRANSJUGULAR, ,KIDNEY, , ,BIOPSY, , , , , , , , , , ,RID10311|RID13060|0|RID56|0|0|0|0|RID35732|RID10379|0|RID49736|0|RID205|0|0|RID38611|0|0|0|0|0|0|0|0|0|
RPID6601,RPTJLVBXG,"RP Transjug Liver Bx","RP Transjugular Liver Biopsy with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,GUIDANCE, , ,TRANSJUGULAR, ,LIVER, , ,BIOPSY, , , , , , , , , , ,RID10311|RID13060|0|RID56|0|0|0|0|RID35732|0|0|RID49736|0|RID58|0|0|RID38611|0|0|0|0|0|0|0|0|0|
RPID6602,RPTJLVBXVSG,"RP Transjug Liver Bx Veno","RP Transjugular Liver Biopsy with Imaging Guidance Venography",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,GUIDANCE,VENOGRAPHY, ,TRANSJUGULAR, ,LIVER, , ,BIOPSY, , , , , , , , , , ,RID10311|RID13060|0|RID56|0|0|0|0|RID35732|RID10379|0|RID49736|0|RID58|0|0|RID38611|0|0|0|0|0|0|0|0|0|
RPID6603,RPTJLVBXWPG,"RP Transjug Liver Bx Press","RP Transjugular Liver Biopsy with Imaging Guidance Pressures",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,GUIDANCE,HEMODYNAMIC EVALUATION, ,TRANSJUGULAR, ,LIVER, , ,BIOPSY, , , , , , , , , , ,RID10311|RID13060|0|RID56|0|0|0|0|RID35732|RID49657|0|RID49736|0|RID58|0|0|RID38611|0|0|0|0|0|0|0|0|0|
RPID6604,RPTSKPADG,"RP T-Spine Kyphoplasty Add Lv","RP Thoracic Spine Kyphoplasty with Imaging Guidance Each Additional Level",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,THORACIC SPINE, , , , ,GUIDANCE, , ,ADDITIONAL LEVEL, , , , ,KYPHOPLASTY, , , , , , , , , , ,RID10311|RID13060|0|RID28677|0|0|0|0|RID35732|0|0|RID36024|0|0|0|0|RID1840|0|0|0|0|0|0|0|0|0|
RPID6605,RPTSVTADG,"RP T-Spine Vertebroplasty Add Lv","RP Thoracic Spine Vertebroplasty with Imaging Guidance Additional Level",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,THORACIC SPINE, , , , ,GUIDANCE, , ,ADDITIONAL LEVEL, , , , ,VERTEBROPLASTY, , , , , , , , , , ,RID10311|RID13060|0|RID28677|0|0|0|0|RID35732|0|0|RID36024|0|0|0|0|RID1839|0|0|0|0|0|0|0|0|0|
RPID6606,RPTSVTG,"RP T-Spine Vertebroplasty","RP Thoracic Vertebroplasty with Imaging Guidance 1 Level",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,THORACIC SPINE, , , , ,GUIDANCE, , ,1 LEVEL, , , , ,VERTEBROPLASTY, , , , , , , , , , ,RID10311|RID13060|0|RID28677|0|0|0|0|RID35732|0|0|RID49781|0|0|0|0|RID1839|0|0|0|0|0|0|0|0|0|
RPID6607,RPTUEMG,"RP Tumor Artery Embo","RP Tumor Arterial Embolization with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, , , , , , ,GUIDANCE, , , , ,TUMOR,ARTERY, ,EMBOLIZATION, , , , , , , , , , ,RID10311|RID13060|0|0|0|0|0|0|RID35732|0|0|0|0|RID3957|RID478|0|RID10404|0|0|0|0|0|0|0|0|0|
RPID6608,RPUEPOG,"RP Arm Port Place","RP Arm Port Placement with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , ,GUIDANCE, , , , , , , ,PORT PLACEMENT, , , , , , , , , , ,RID10311|RID13060|0|RID1850|0|0|0|0|RID35732|0|0|0|0|0|0|0|RID49767|0|0|0|0|0|0|0|0|0|
RPID6609,RPUEPOREG,"RP Arm Port Replace","RP Arm Port Replacement with Imaging Guidance",RADIOLOGY PROCEDURE,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , ,GUIDANCE, , , , , , , ,PORT EXCHANGE, , , , , , , , , , ,RID10311|RID13060|0|RID1850|0|0|0|0|RID35732|0|0|0|0|0|0|0|RID49765|0|0|0|0|0|0|0|0|0|
